cross,reference,chr,start,end,crossovers,scrossovers,Unknown,Simple_repeat,SINE/tRNA,DNA/TcMar-Stowaway,DNA/MULE-MuDR,LTR/Copia,SINE,DNA/PIF-Harbinger,Low_complexity,DNA/hAT-Tip100,DNA/hAT-Ac,LINE/RTE-BovB,DNA/TcMar,DNA/hAT-Tag1,SINE/tRNA-RTE,LTR/Gypsy,Retroposon,DNA/CMC-EnSpm,DNA,LINE/L1,rRNA,SINE?,DNA/TcMar-Pogo,SINE/tRNA-Deu-RTE,LTR,RC/Helitron,snRNA,DNA/hAT-Charlie,DNA/TcMar-Tc1,LTR/Caulimovirus,LTR/ERV1,Satellite
lycopersicum_pimpinellifolium,lycopersicum,chr1,37600000,37700000,0,0.0149372454883302,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,37700000,37800000,0,0.0134435209394972,7,3,0,0,1,9,0,0,0,0,0,0,0,0,0,54,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,37800000,37900000,0,0.0120991688455474,21,4,0,4,5,13,0,0,0,0,0,0,0,0,0,42,1,1,0,0,0,0,0,0,0,0,0,0,0,9,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,37900000,38000000,0,0.0108892519609927,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,38000000,38100000,0,0.0098003267648934,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,38100000,38200000,0,0.0088202940884041,10,1,0,0,3,1,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,38200000,38300000,0,0.0079382646795637,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,38300000,38400000,0,0.0071444382116073,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,38400000,38500000,0,0.0064299943904466,9,3,1,0,11,9,1,1,5,1,0,0,0,0,0,66,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,38500000,38600000,0,0.0057869949514019,22,16,0,2,27,10,0,2,2,1,6,0,0,0,0,40,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,38600000,38700000,0,0.0052082954562617,15,24,0,3,15,2,1,7,4,4,4,3,0,0,0,42,2,2,1,1,0,0,0,0,0,0,0,0,2,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,38700000,38800000,0,0.0046874659106355,7,4,0,0,24,10,0,0,1,0,0,0,0,2,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,38800000,38900000,0,0.004218719319572,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,38900000,39000000,1,0.1037968473876148,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,39000000,39100000,0,0.0934171626488533,17,2,0,0,0,0,0,0,1,0,1,0,0,0,0,49,0,13,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,39100000,39200000,0,0.084075446383968,27,17,0,0,0,3,0,0,0,1,3,0,0,0,0,61,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,39200000,39300000,0,0.0756679017455712,19,10,0,1,8,16,0,4,0,1,7,0,0,0,0,11,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,39300000,39400000,0,0.068101111571014,14,11,0,1,6,20,1,0,0,3,4,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,39400000,39500000,0,0.0612910004139126,10,5,0,2,28,7,0,4,0,0,0,8,0,0,0,26,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,39500000,39600000,0,0.0551619003725214,9,11,0,1,10,6,0,8,3,0,2,0,0,0,0,44,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,39600000,39700000,0,0.0496457103352692,18,4,0,4,3,6,0,0,1,0,1,0,0,0,0,66,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,39700000,39800000,0,0.0446811393017423,10,4,0,0,6,5,1,0,1,0,0,1,0,0,0,49,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,39800000,39900000,0,0.0402130253715681,15,11,1,2,10,13,0,4,4,0,0,3,0,0,0,42,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,39900000,40000000,0,0.0361917228344113,15,5,0,2,2,18,0,3,1,4,2,3,0,0,0,42,5,1,1,6,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,40000000,40100000,0,0.0325725505509701,23,6,0,0,12,9,0,4,1,0,0,0,0,0,0,22,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,40100000,40200000,0,0.0293152954958731,17,7,0,0,10,11,0,3,3,3,6,0,0,0,0,72,0,1,2,0,0,0,0,0,0,0,0,0,0,6,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,40200000,40300000,0,0.0263837659462858,12,5,0,0,28,28,0,0,0,3,0,3,0,0,0,41,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,40300000,40400000,0,0.0237453893516572,14,13,0,4,3,18,0,1,3,1,0,2,0,0,0,54,2,3,1,4,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,40400000,40500000,0,0.0213708504164915,16,5,0,1,0,2,0,0,0,0,0,0,0,0,0,33,1,13,1,2,0,0,0,0,0,0,0,0,0,4,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,40500000,40600000,0,0.0192337653748423,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,4,0,6,0,0,0,0,0,0,0,0,0,6,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,40600000,40700000,0,0.0173103888373581,17,0,0,0,0,6,0,0,0,0,0,0,0,0,0,67,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,40700000,40800000,0,0.0155793499536223,11,5,0,0,0,6,0,1,0,0,0,0,0,0,0,51,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,40800000,40900000,0,0.01402141495826,11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,40900000,41000000,0,0.012619273462434,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,41000000,41100000,0,0.0113573461161906,11,3,0,0,2,1,0,1,2,0,0,0,0,0,0,56,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,41100000,41200000,0,0.0102216115045716,10,11,0,0,8,13,0,4,2,0,4,0,0,0,0,41,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,41200000,41300000,0,0.0091994503541144,27,4,0,0,4,3,0,3,0,0,1,0,0,2,0,56,0,2,0,7,0,0,0,1,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,41300000,41400000,0,0.008279505318703,2,2,0,0,1,1,0,0,9,0,0,0,0,0,0,32,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,41400000,41500000,0,0.0074515547868327,9,9,0,0,2,0,0,0,3,0,0,0,0,0,0,46,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,41500000,41600000,0,0.0067063993081494,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,41600000,41700000,0,0.0060357593773344,14,8,0,1,4,7,0,15,0,0,0,1,0,0,0,42,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,41700000,41800000,0,0.005432183439601,16,12,0,0,2,8,0,1,1,0,2,0,0,0,0,45,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,41800000,41900000,0,0.0048889650956409,15,5,1,0,6,12,1,0,1,1,2,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,41900000,42000000,0,0.0044000685860768,17,3,0,0,1,10,0,1,1,0,0,0,0,0,0,45,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,42000000,42100000,0,0.0039600617274691,13,17,0,4,29,19,0,5,3,2,0,0,0,3,0,36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,42100000,42200000,0,0.0035640555547222,7,17,0,4,7,4,0,5,3,1,0,0,0,0,0,71,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,42200000,42300000,0,0.00320764999925,10,4,0,0,2,1,0,3,1,0,4,0,0,0,0,59,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,42300000,42400000,0,0.002886884999325,11,2,0,0,0,1,0,0,0,0,0,0,0,0,0,84,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,42400000,42500000,0,0.0025981964993925,15,4,0,0,3,12,0,4,0,2,2,0,0,2,0,83,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,42500000,42600000,0,0.0023383768494532,16,8,4,4,4,18,0,2,3,4,1,3,0,5,0,58,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,42600000,42700000,0,0.0021045391645079,24,4,0,0,3,1,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,42700000,42800000,0,0.0018940852480571,11,4,0,0,0,16,0,0,2,2,0,1,0,0,0,78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,42800000,42900000,0,0.0017046767232514,17,2,0,0,3,27,0,2,2,0,0,0,0,0,0,42,0,1,7,1,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,42900000,43000000,0,0.0015342090509262,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,43000000,43100000,0,0.0013807881458336,10,7,0,0,12,9,0,1,3,0,0,1,0,2,0,32,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,43100000,43200000,0,0.0012427093312502,19,20,0,1,28,2,0,1,3,2,5,3,0,0,0,35,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,43200000,43300000,0,0.0011184383981252,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,43300000,43400000,0,0.0010065945583127,11,4,0,0,2,0,0,0,1,0,0,0,0,0,0,52,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,43400000,43500000,0,0.0009059351024814,5,6,0,0,0,0,0,0,2,0,0,0,0,0,0,53,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,43500000,43600000,1,0.1008153415922333,21,10,0,1,1,14,0,3,2,0,3,0,0,0,0,62,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,43600000,43700000,0,0.0907338074330099,16,7,0,1,2,0,0,1,1,0,1,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,43700000,43800000,0,0.0816604266897089,22,2,1,1,3,1,0,1,2,0,2,1,0,7,0,49,0,1,0,11,0,0,0,0,0,0,0,0,0,1,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,43800000,43900000,0,0.0734943840207381,8,5,0,0,0,11,0,1,1,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,43900000,44000000,0,0.0661449456186643,11,9,0,0,0,0,0,0,1,0,0,0,0,0,0,47,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,44000000,44100000,0,0.0595304510567978,5,13,0,0,0,2,0,1,0,0,0,0,0,0,0,62,0,1,2,8,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,44100000,44200000,0,0.053577405951118,21,4,0,1,1,19,0,0,1,0,0,0,0,0,0,48,0,7,2,2,0,0,0,0,0,0,0,0,1,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,44200000,44300000,0,0.0482196653560062,18,3,0,0,2,8,0,1,0,1,2,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,44300000,44400000,0,0.0433976988204056,10,7,0,0,1,1,0,0,1,0,0,0,0,2,0,50,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,44400000,44500000,0,0.039057928938365,16,11,0,0,0,2,0,3,1,0,0,0,0,1,0,29,3,1,0,0,0,0,0,0,0,0,0,0,2,22,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,44500000,44600000,0,0.0351521360445285,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,44600000,44700000,0,0.0316369224400757,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,56,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,44700000,44800000,0,0.0284732301960681,10,3,0,0,0,3,0,0,0,0,0,0,0,0,0,65,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,44800000,44900000,0,0.0256259071764613,13,3,0,0,1,0,0,1,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,44900000,45000000,0,0.0230633164588151,13,4,0,1,4,2,0,1,1,0,0,0,0,0,0,56,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,45000000,45100000,0,0.0207569848129336,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,2,0,0,0,0,0,0,0,0,0,0,0,10,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,45100000,45200000,0,0.0186812863316403,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,45200000,45300000,0,0.0168131576984762,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,45300000,45400000,0,0.0151318419286286,18,4,0,0,1,7,0,2,1,0,0,0,0,0,0,41,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,45400000,45500000,0,0.0136186577357657,8,2,0,0,1,5,0,0,0,0,1,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,45500000,45600000,0,0.0122567919621892,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,45600000,45700000,0,0.0110311127659702,7,5,0,0,4,0,0,0,1,0,2,1,0,0,0,54,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,45700000,45800000,0,0.0099280014893732,11,6,0,0,39,0,0,1,0,0,3,0,0,0,0,63,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,45800000,45900000,0,0.0089352013404359,22,10,0,3,12,32,1,2,3,0,0,0,0,0,0,17,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,45900000,46000000,0,0.0080416812063923,15,6,0,0,1,14,0,3,0,0,1,0,0,0,0,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,46000000,46100000,0,0.0072375130857531,10,8,0,2,5,13,0,1,3,2,0,0,0,0,0,49,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,46100000,46200000,0,0.0065137617771777,9,3,0,0,0,0,0,0,1,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,46200000,46300000,0,0.00586238559946,6,7,0,0,0,0,0,0,2,0,0,0,0,0,0,67,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,46300000,46400000,0,0.005276147039514,17,9,0,0,0,0,0,0,1,0,0,0,0,0,0,65,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,46400000,46500000,0,0.0047485323355626,8,3,0,0,2,2,0,0,0,0,2,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,46500000,46600000,0,0.0042736791020063,12,11,0,0,6,9,0,3,3,3,0,0,0,0,0,63,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,46600000,46700000,1,0.1038463111918057,10,3,0,1,0,12,0,0,1,1,0,0,0,0,0,52,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,46700000,46800000,0,0.0934616800726251,14,5,0,0,0,0,0,4,0,0,0,0,0,0,0,89,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,46800000,46900000,0,0.0841155120653626,8,7,0,0,4,14,0,2,0,2,4,2,0,0,0,31,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,46900000,47000000,0,0.0757039608588263,19,13,0,1,3,20,0,0,3,0,0,0,0,0,0,61,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,47000000,47100000,0,0.0681335647729437,11,10,0,0,5,4,0,0,4,0,2,0,0,2,0,36,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,47100000,47200000,0,0.0613202082956493,18,3,0,0,1,1,0,0,0,0,0,0,0,0,0,64,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,47200000,47300000,0,0.0551881874660844,4,9,0,0,3,4,0,0,2,0,2,0,0,0,0,49,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,47300000,47400000,0,0.0496693687194759,12,5,0,0,19,28,0,5,2,1,0,2,0,0,0,25,0,11,0,3,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,47400000,47500000,0,0.0447024318475283,12,11,0,1,1,10,0,0,0,3,0,2,0,0,0,56,0,5,1,2,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,47500000,47600000,0,0.0402321886627755,14,2,0,0,0,2,0,0,0,0,0,0,0,0,0,53,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,47600000,47700000,0,0.036208969796498,15,5,0,0,0,1,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,47700000,47800000,0,0.0325880728168482,15,8,0,0,5,0,0,0,2,0,1,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,47800000,47900000,0,0.0293292655351633,18,17,1,2,15,7,0,8,7,1,0,6,0,0,0,8,1,1,1,12,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,47900000,48000000,0,0.026396338981647,6,3,0,2,9,6,0,2,0,0,0,0,0,1,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,48000000,48100000,0,0.0237567050834823,10,7,0,0,0,2,0,1,0,0,2,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,48100000,48200000,0,0.0213810345751341,8,10,0,2,0,6,0,2,4,2,0,2,0,0,0,67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,48200000,48300000,0,0.0192429311176206,20,10,1,3,2,23,0,1,2,1,0,7,0,3,1,42,2,0,0,7,0,0,0,0,0,3,0,0,0,5,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,48300000,48400000,0,0.0173186380058586,16,11,0,0,1,1,0,0,0,0,0,0,0,0,0,41,1,2,0,4,0,0,0,0,0,11,0,0,2,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,48400000,48500000,0,0.0155867742052727,6,3,0,0,3,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,48500000,48600000,0,0.0140280967847454,3,5,0,0,0,3,0,0,0,0,0,0,0,0,0,65,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,48600000,48700000,0,0.0126252871062709,10,11,0,1,0,5,0,0,2,0,0,1,0,0,0,48,0,3,0,6,1,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,48700000,48800000,0,0.0113627583956438,19,4,0,3,1,7,0,0,1,1,0,0,0,0,0,59,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,48800000,48900000,1,0.1102264825560794,10,5,0,0,1,8,0,0,1,0,0,0,0,0,0,83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,48900000,49000000,0,0.0992038343004715,12,10,0,0,6,3,0,0,2,2,0,0,0,0,0,63,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,49000000,49100000,0,0.0892834508704243,14,4,0,2,1,18,0,1,0,0,2,1,0,0,0,52,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,49100000,49200000,0,0.0803551057833819,13,7,6,3,1,3,0,2,0,6,1,2,0,0,0,44,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,49200000,49300000,0,0.0723195952050437,15,7,0,1,16,19,0,5,3,0,4,0,0,0,0,60,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,49300000,49400000,0,0.0650876356845393,15,4,0,0,1,7,0,2,0,0,0,0,0,0,0,81,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,49400000,49500000,0,0.0585788721160854,12,10,0,0,1,7,0,3,2,0,0,0,0,0,0,84,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,49500000,49600000,0,0.0527209849044768,21,8,0,3,5,4,0,5,0,2,1,1,0,0,0,48,1,0,0,6,0,0,1,0,0,0,0,0,1,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,49600000,49700000,0,0.0474488864140291,4,7,0,2,0,11,0,1,1,0,0,0,0,0,0,84,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr1,49700000,49800000,0,0.0427039977726262,21,11,2,3,7,25,1,9,4,1,0,1,0,2,0,46,3,6,1,10,0,0,1,0,0,0,0,0,0,0,0.0,0
