cross,reference,chr,start,end,crossovers,scrossovers,gene,mRNA,exon,CDS
lycopersicum_pimpinellifolium,lycopersicum,chr1,86600000,86700000,0,0.2153763480225708,19,19,107,107
lycopersicum_pimpinellifolium,lycopersicum,chr1,86700000,86800000,1,0.2938387132203137,17,17,58,58
lycopersicum_pimpinellifolium,lycopersicum,chr1,86800000,86900000,1,0.3644548418982823,11,11,103,102
lycopersicum_pimpinellifolium,lycopersicum,chr1,86900000,87000000,1,0.4280093577084541,18,18,99,96
lycopersicum_pimpinellifolium,lycopersicum,chr1,87000000,87100000,0,0.3852084219376087,16,16,79,77
lycopersicum_pimpinellifolium,lycopersicum,chr1,87100000,87200000,0,0.3466875797438479,13,13,51,39
lycopersicum_pimpinellifolium,lycopersicum,chr1,87200000,87300000,2,0.5120188217694631,10,10,41,38
lycopersicum_pimpinellifolium,lycopersicum,chr1,87300000,87400000,1,0.5608169395925168,16,16,70,66
lycopersicum_pimpinellifolium,lycopersicum,chr1,87400000,87500000,0,0.5047352456332651,16,16,78,68
lycopersicum_pimpinellifolium,lycopersicum,chr1,87500000,87600000,0,0.4542617210699386,13,13,62,60
lycopersicum_pimpinellifolium,lycopersicum,chr1,87600000,87700000,0,0.4088355489629448,12,12,50,47
lycopersicum_pimpinellifolium,lycopersicum,chr1,87700000,87800000,1,0.4679519940666503,12,12,63,60
lycopersicum_pimpinellifolium,lycopersicum,chr1,87800000,87900000,0,0.4211567946599853,11,11,73,72
lycopersicum_pimpinellifolium,lycopersicum,chr1,87900000,88000000,0,0.3790411151939867,12,12,62,60
lycopersicum_pimpinellifolium,lycopersicum,chr1,88000000,88100000,0,0.3411370036745881,15,15,62,62
lycopersicum_pimpinellifolium,lycopersicum,chr1,88100000,88200000,0,0.3070233033071293,18,18,85,84
lycopersicum_pimpinellifolium,lycopersicum,chr1,88200000,88300000,0,0.2763209729764164,14,14,86,85
lycopersicum_pimpinellifolium,lycopersicum,chr1,88300000,88400000,0,0.2486888756787747,15,15,64,64
lycopersicum_pimpinellifolium,lycopersicum,chr1,88400000,88500000,0,0.2238199881108973,19,19,79,76
lycopersicum_pimpinellifolium,lycopersicum,chr1,88500000,88600000,0,0.2014379892998075,16,16,52,50
lycopersicum_pimpinellifolium,lycopersicum,chr1,88600000,88700000,0,0.1812941903698268,13,13,98,95
lycopersicum_pimpinellifolium,lycopersicum,chr1,88700000,88800000,0,0.1631647713328441,15,15,63,63
lycopersicum_pimpinellifolium,lycopersicum,chr1,88800000,88900000,0,0.1468482941995597,13,13,87,86
lycopersicum_pimpinellifolium,lycopersicum,chr1,88900000,89000000,1,0.2321634647796037,14,14,58,54
lycopersicum_pimpinellifolium,lycopersicum,chr1,89000000,89100000,2,0.4089471183016434,10,10,67,61
lycopersicum_pimpinellifolium,lycopersicum,chr1,89100000,89200000,0,0.3680524064714791,12,12,103,93
lycopersicum_pimpinellifolium,lycopersicum,chr1,89200000,89300000,0,0.3312471658243311,15,15,93,91
lycopersicum_pimpinellifolium,lycopersicum,chr1,89300000,89400000,0,0.298122449241898,13,13,93,92
lycopersicum_pimpinellifolium,lycopersicum,chr1,89400000,89500000,0,0.2683102043177082,13,13,66,61
lycopersicum_pimpinellifolium,lycopersicum,chr1,89500000,89600000,3,0.5414791838859374,14,14,46,43
lycopersicum_pimpinellifolium,lycopersicum,chr1,89600000,89700000,0,0.4873312654973437,22,22,62,59
lycopersicum_pimpinellifolium,lycopersicum,chr1,89700000,89800000,0,0.4385981389476093,21,21,62,61
lycopersicum_pimpinellifolium,lycopersicum,chr1,89800000,89900000,0,0.3947383250528484,17,17,90,90
lycopersicum_pimpinellifolium,lycopersicum,chr1,89900000,90000000,0,0.3552644925475635,16,16,57,55
lycopersicum_pimpinellifolium,lycopersicum,chr1,90000000,90100000,0,0.3197380432928072,13,13,47,46
lycopersicum_pimpinellifolium,lycopersicum,chr1,90100000,90200000,0,0.2877642389635265,10,10,89,80
lycopersicum_pimpinellifolium,lycopersicum,chr1,90200000,90300000,0,0.2589878150671738,14,14,88,84
lycopersicum_pimpinellifolium,lycopersicum,chr1,90300000,90400000,1,0.3330890335604565,13,13,97,88
lycopersicum_pimpinellifolium,lycopersicum,chr1,90400000,90500000,1,0.3997801302044108,14,14,89,87
lycopersicum_pimpinellifolium,lycopersicum,chr1,90500000,90600000,0,0.3598021171839697,16,16,92,89
lycopersicum_pimpinellifolium,lycopersicum,chr2,0,100000,0,0.0,4,4,13,10
lycopersicum_pimpinellifolium,lycopersicum,chr2,100000,200000,0,0.0,5,5,31,31
lycopersicum_pimpinellifolium,lycopersicum,chr2,200000,300000,0,0.0,2,2,7,7
lycopersicum_pimpinellifolium,lycopersicum,chr2,300000,400000,0,0.0,4,4,8,7
lycopersicum_pimpinellifolium,lycopersicum,chr2,400000,500000,0,0.0,1,1,2,2
lycopersicum_pimpinellifolium,lycopersicum,chr2,500000,600000,0,0.0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,600000,700000,0,0.0,1,1,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr2,700000,800000,0,0.0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,800000,900000,0,0.0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,900000,1000000,0,0.0,1,1,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr2,1000000,1100000,0,0.0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,1100000,1200000,0,0.0,1,1,2,2
lycopersicum_pimpinellifolium,lycopersicum,chr2,1200000,1300000,0,0.0,2,2,18,18
lycopersicum_pimpinellifolium,lycopersicum,chr2,1300000,1400000,0,0.0,0,0,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr2,1400000,1500000,0,0.0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,1500000,1600000,0,0.0,1,1,4,4
lycopersicum_pimpinellifolium,lycopersicum,chr2,1600000,1700000,0,0.0,2,2,18,18
lycopersicum_pimpinellifolium,lycopersicum,chr2,1700000,1800000,0,0.0,0,0,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr2,1800000,1900000,0,0.0,2,2,9,9
lycopersicum_pimpinellifolium,lycopersicum,chr2,1900000,2000000,0,0.0,7,7,27,25
lycopersicum_pimpinellifolium,lycopersicum,chr2,2000000,2100000,0,0.0,1,1,2,1
lycopersicum_pimpinellifolium,lycopersicum,chr2,2100000,2200000,0,0.0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,2200000,2300000,0,0.0,2,2,7,6
lycopersicum_pimpinellifolium,lycopersicum,chr2,2300000,2400000,0,0.0,1,1,9,8
lycopersicum_pimpinellifolium,lycopersicum,chr2,2400000,2500000,0,0.0,1,1,2,2
lycopersicum_pimpinellifolium,lycopersicum,chr2,2500000,2600000,0,0.0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,2600000,2700000,0,0.0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,2700000,2800000,0,0.0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,2800000,2900000,0,0.0,1,1,2,2
lycopersicum_pimpinellifolium,lycopersicum,chr2,2900000,3000000,0,0.0,1,1,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr2,3000000,3100000,0,0.0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,3100000,3200000,0,0.0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,3200000,3300000,0,0.0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,3300000,3400000,0,0.0,1,1,6,6
lycopersicum_pimpinellifolium,lycopersicum,chr2,3400000,3500000,0,0.0,2,2,3,3
lycopersicum_pimpinellifolium,lycopersicum,chr2,3500000,3600000,0,0.0,2,2,3,3
lycopersicum_pimpinellifolium,lycopersicum,chr2,3600000,3700000,0,0.0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,3700000,3800000,0,0.0,5,5,14,14
lycopersicum_pimpinellifolium,lycopersicum,chr2,3800000,3900000,0,0.0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,3900000,4000000,0,0.0,3,3,17,16
lycopersicum_pimpinellifolium,lycopersicum,chr2,4000000,4100000,0,0.0,1,1,7,7
lycopersicum_pimpinellifolium,lycopersicum,chr2,4100000,4200000,0,0.0,2,2,12,12
lycopersicum_pimpinellifolium,lycopersicum,chr2,4200000,4300000,0,0.0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,4300000,4400000,0,0.0,3,3,13,13
lycopersicum_pimpinellifolium,lycopersicum,chr2,4400000,4500000,0,0.0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,4500000,4600000,0,0.0,2,2,15,14
lycopersicum_pimpinellifolium,lycopersicum,chr2,4600000,4700000,0,0.0,1,1,5,5
lycopersicum_pimpinellifolium,lycopersicum,chr2,4700000,4800000,0,0.0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,4800000,4900000,0,0.0,1,1,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr2,4900000,5000000,0,0.0,1,1,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr2,5000000,5100000,0,0.0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,5100000,5200000,1,0.1,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,5200000,5300000,0,0.09,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,5300000,5400000,0,0.081,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,5400000,5500000,0,0.0729,1,1,7,6
lycopersicum_pimpinellifolium,lycopersicum,chr2,5500000,5600000,0,0.06561,1,1,2,2
lycopersicum_pimpinellifolium,lycopersicum,chr2,5600000,5700000,0,0.059049,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,5700000,5800000,0,0.0531441,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,5800000,5900000,0,0.04782969,1,1,1,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,5900000,6000000,0,0.043046721,2,2,12,11
lycopersicum_pimpinellifolium,lycopersicum,chr2,6000000,6100000,0,0.0387420489,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,6100000,6200000,0,0.03486784401,1,1,2,1
lycopersicum_pimpinellifolium,lycopersicum,chr2,6200000,6300000,0,0.031381059609,1,1,4,3
lycopersicum_pimpinellifolium,lycopersicum,chr2,6300000,6400000,0,0.0282429536481,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,6400000,6500000,0,0.02541865828329,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,6500000,6600000,0,0.022876792454961,1,1,3,2
lycopersicum_pimpinellifolium,lycopersicum,chr2,6600000,6700000,0,0.0205891132094649,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,6700000,6800000,0,0.0185302018885184,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,6800000,6900000,0,0.0166771816996665,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,6900000,7000000,0,0.0150094635296999,2,2,24,23
lycopersicum_pimpinellifolium,lycopersicum,chr2,7000000,7100000,0,0.0135085171767299,1,1,5,5
lycopersicum_pimpinellifolium,lycopersicum,chr2,7100000,7200000,0,0.0121576654590569,1,1,4,4
lycopersicum_pimpinellifolium,lycopersicum,chr2,7200000,7300000,0,0.0109418989131512,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,7300000,7400000,0,0.0098477090218361,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,7400000,7500000,0,0.0088629381196525,2,2,10,9
lycopersicum_pimpinellifolium,lycopersicum,chr2,7500000,7600000,0,0.0079766443076872,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,7600000,7700000,0,0.0071789798769185,6,6,18,13
lycopersicum_pimpinellifolium,lycopersicum,chr2,7700000,7800000,0,0.0064610818892266,1,1,3,3
lycopersicum_pimpinellifolium,lycopersicum,chr2,7800000,7900000,0,0.005814973700304,3,3,14,14
lycopersicum_pimpinellifolium,lycopersicum,chr2,7900000,8000000,0,0.0052334763302736,0,0,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr2,8000000,8100000,0,0.0047101286972462,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,8100000,8200000,0,0.0042391158275216,1,1,2,2
lycopersicum_pimpinellifolium,lycopersicum,chr2,8200000,8300000,0,0.0038152042447694,4,4,9,9
lycopersicum_pimpinellifolium,lycopersicum,chr2,8300000,8400000,0,0.0034336838202925,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,8400000,8500000,0,0.0030903154382632,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,8500000,8600000,0,0.0027812838944369,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,8600000,8700000,0,0.0025031555049932,2,2,6,5
lycopersicum_pimpinellifolium,lycopersicum,chr2,8700000,8800000,0,0.0022528399544939,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,8800000,8900000,0,0.0020275559590445,1,1,4,4
lycopersicum_pimpinellifolium,lycopersicum,chr2,8900000,9000000,0,0.00182480036314,1,1,3,3
lycopersicum_pimpinellifolium,lycopersicum,chr2,9000000,9100000,0,0.001642320326826,3,3,9,8
lycopersicum_pimpinellifolium,lycopersicum,chr2,9100000,9200000,0,0.0014780882941434,1,1,3,3
lycopersicum_pimpinellifolium,lycopersicum,chr2,9200000,9300000,0,0.0013302794647291,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,9300000,9400000,0,0.0011972515182562,1,1,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr2,9400000,9500000,0,0.0010775263664305,3,3,3,3
lycopersicum_pimpinellifolium,lycopersicum,chr2,9500000,9600000,0,0.0009697737297875,1,1,7,7
lycopersicum_pimpinellifolium,lycopersicum,chr2,9600000,9700000,0,0.0008727963568087,1,1,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr2,9700000,9800000,0,0.0007855167211278,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,9800000,9900000,0,0.0007069650490151,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,9900000,10000000,0,0.0006362685441135,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,10000000,10100000,0,0.0005726416897022,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,10100000,10200000,0,0.000515377520732,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,10200000,10300000,0,0.0004638397686588,2,2,9,9
lycopersicum_pimpinellifolium,lycopersicum,chr2,10300000,10400000,0,0.0004174557917929,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,10400000,10500000,0,0.0003757102126136,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,10500000,10600000,0,0.0003381391913522,1,1,5,5
lycopersicum_pimpinellifolium,lycopersicum,chr2,10600000,10700000,0,0.000304325272217,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,10700000,10800000,0,0.0002738927449953,2,2,5,5
lycopersicum_pimpinellifolium,lycopersicum,chr2,10800000,10900000,0,0.0002465034704958,0,0,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr2,10900000,11000000,0,0.0002218531234462,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,11000000,11100000,0,0.0001996678111016,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,11100000,11200000,0,0.0001797010299914,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,11200000,11300000,0,0.0001617309269922,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,11300000,11400000,0,0.000145557834293,1,1,4,4
lycopersicum_pimpinellifolium,lycopersicum,chr2,11400000,11500000,0,0.0001310020508637,1,1,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr2,11500000,11600000,0,0.0001179018457773,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,11600000,11700000,0,0.0001061116611996,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,11700000,11800000,0,9.550049507968272e-05,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,11800000,11900000,0,8.595044557171444e-05,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,11900000,12000000,0,7.7355401014543e-05,1,1,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr2,12000000,12100000,0,6.96198609130887e-05,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,12100000,12200000,0,6.265787482177983e-05,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,12200000,12300000,0,5.639208733960185e-05,1,1,2,2
lycopersicum_pimpinellifolium,lycopersicum,chr2,12300000,12400000,0,5.075287860564167e-05,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,12400000,12500000,0,4.567759074507751e-05,1,1,2,2
lycopersicum_pimpinellifolium,lycopersicum,chr2,12500000,12600000,0,4.110983167056976e-05,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,12600000,12700000,0,3.699884850351278e-05,34,34,64,63
lycopersicum_pimpinellifolium,lycopersicum,chr2,12700000,12800000,0,3.3298963653161505e-05,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,12800000,12900000,0,2.996906728784536e-05,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,12900000,13000000,0,2.697216055906082e-05,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,13000000,13100000,0,2.427494450315474e-05,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,13100000,13200000,0,2.1847450052839264e-05,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,13200000,13300000,0,1.9662705047555338e-05,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,13300000,13400000,1,0.1000176964345428,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,13400000,13500000,0,0.0900159267910885,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,13500000,13600000,0,0.0810143341119796,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,13600000,13700000,0,0.0729129007007817,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,13700000,13800000,0,0.0656216106307035,2,2,7,7
lycopersicum_pimpinellifolium,lycopersicum,chr2,13800000,13900000,0,0.0590594495676331,7,7,19,19
lycopersicum_pimpinellifolium,lycopersicum,chr2,13900000,14000000,0,0.0531535046108698,4,4,17,17
lycopersicum_pimpinellifolium,lycopersicum,chr2,14000000,14100000,0,0.0478381541497828,0,0,2,2
lycopersicum_pimpinellifolium,lycopersicum,chr2,14100000,14200000,0,0.0430543387348045,2,2,10,9
lycopersicum_pimpinellifolium,lycopersicum,chr2,14200000,14300000,0,0.0387489048613241,3,3,16,14
lycopersicum_pimpinellifolium,lycopersicum,chr2,14300000,14400000,1,0.1348740143751917,1,1,11,11
lycopersicum_pimpinellifolium,lycopersicum,chr2,14400000,14500000,0,0.1213866129376725,3,3,4,4
lycopersicum_pimpinellifolium,lycopersicum,chr2,14500000,14600000,0,0.1092479516439053,4,4,24,24
lycopersicum_pimpinellifolium,lycopersicum,chr2,14600000,14700000,0,0.0983231564795147,4,4,34,31
lycopersicum_pimpinellifolium,lycopersicum,chr2,14700000,14800000,1,0.1884908408315633,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,14800000,14900000,0,0.1696417567484069,1,1,11,11
lycopersicum_pimpinellifolium,lycopersicum,chr2,14900000,15000000,0,0.1526775810735663,1,1,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr2,15000000,15100000,0,0.1374098229662096,2,2,3,3
lycopersicum_pimpinellifolium,lycopersicum,chr2,15100000,15200000,0,0.1236688406695887,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,15200000,15300000,0,0.1113019566026298,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,15300000,15400000,0,0.1001717609423668,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,15400000,15500000,0,0.0901545848481301,7,7,39,38
lycopersicum_pimpinellifolium,lycopersicum,chr2,15500000,15600000,0,0.0811391263633171,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,15600000,15700000,0,0.0730252137269854,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,15700000,15800000,0,0.0657226923542869,3,3,22,22
lycopersicum_pimpinellifolium,lycopersicum,chr2,15800000,15900000,0,0.0591504231188582,1,1,3,3
lycopersicum_pimpinellifolium,lycopersicum,chr2,15900000,16000000,0,0.0532353808069724,2,2,3,3
lycopersicum_pimpinellifolium,lycopersicum,chr2,16000000,16100000,0,0.0479118427262751,1,1,7,7
lycopersicum_pimpinellifolium,lycopersicum,chr2,16100000,16200000,0,0.0431206584536476,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,16200000,16300000,0,0.0388085926082828,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,16300000,16400000,0,0.0349277333474546,5,5,14,14
lycopersicum_pimpinellifolium,lycopersicum,chr2,16400000,16500000,0,0.0314349600127091,6,6,10,10
lycopersicum_pimpinellifolium,lycopersicum,chr2,16500000,16600000,0,0.0282914640114382,2,2,2,2
lycopersicum_pimpinellifolium,lycopersicum,chr2,16600000,16700000,0,0.0254623176102944,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,16700000,16800000,0,0.0229160858492649,1,1,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr2,16800000,16900000,0,0.0206244772643384,4,4,12,11
lycopersicum_pimpinellifolium,lycopersicum,chr2,16900000,17000000,0,0.0185620295379046,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,17000000,17100000,0,0.0167058265841141,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,17100000,17200000,0,0.0150352439257027,1,1,2,2
lycopersicum_pimpinellifolium,lycopersicum,chr2,17200000,17300000,0,0.0135317195331324,1,1,13,13
lycopersicum_pimpinellifolium,lycopersicum,chr2,17300000,17400000,0,0.0121785475798192,5,5,6,6
lycopersicum_pimpinellifolium,lycopersicum,chr2,17400000,17500000,0,0.0109606928218373,1,1,10,10
lycopersicum_pimpinellifolium,lycopersicum,chr2,17500000,17600000,0,0.0098646235396535,2,2,4,4
lycopersicum_pimpinellifolium,lycopersicum,chr2,17600000,17700000,0,0.0088781611856882,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,17700000,17800000,0,0.0079903450671193,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,17800000,17900000,0,0.0071913105604074,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,17900000,18000000,0,0.0064721795043667,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,18000000,18100000,0,0.00582496155393,2,2,6,6
lycopersicum_pimpinellifolium,lycopersicum,chr2,18100000,18200000,0,0.005242465398537,1,1,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr2,18200000,18300000,0,0.0047182188586833,4,4,17,17
lycopersicum_pimpinellifolium,lycopersicum,chr2,18300000,18400000,0,0.004246396972815,1,1,3,3
lycopersicum_pimpinellifolium,lycopersicum,chr2,18400000,18500000,0,0.0038217572755335,1,1,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr2,18500000,18600000,0,0.0034395815479801,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,18600000,18700000,0,0.0030956233931821,3,3,9,8
lycopersicum_pimpinellifolium,lycopersicum,chr2,18700000,18800000,0,0.0027860610538639,4,4,29,8
lycopersicum_pimpinellifolium,lycopersicum,chr2,18800000,18900000,0,0.0025074549484775,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,18900000,19000000,0,0.0022567094536297,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,19000000,19100000,0,0.0020310385082667,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,19100000,19200000,0,0.0018279346574401,1,1,4,4
lycopersicum_pimpinellifolium,lycopersicum,chr2,19200000,19300000,0,0.0016451411916961,2,2,23,23
lycopersicum_pimpinellifolium,lycopersicum,chr2,19300000,19400000,0,0.0014806270725264,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,19400000,19500000,0,0.0013325643652738,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,19500000,19600000,0,0.0011993079287464,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,19600000,19700000,0,0.0010793771358718,2,2,6,5
lycopersicum_pimpinellifolium,lycopersicum,chr2,19700000,19800000,0,0.0009714394222846,2,2,7,5
lycopersicum_pimpinellifolium,lycopersicum,chr2,19800000,19900000,0,0.0008742954800561,1,1,8,7
lycopersicum_pimpinellifolium,lycopersicum,chr2,19900000,20000000,0,0.0007868659320505,3,3,10,7
lycopersicum_pimpinellifolium,lycopersicum,chr2,20000000,20100000,0,0.0007081793388454,1,1,2,2
lycopersicum_pimpinellifolium,lycopersicum,chr2,20100000,20200000,0,0.0006373614049609,3,3,13,12
lycopersicum_pimpinellifolium,lycopersicum,chr2,20200000,20300000,0,0.0005736252644648,4,4,13,13
lycopersicum_pimpinellifolium,lycopersicum,chr2,20300000,20400000,0,0.0005162627380183,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,20400000,20500000,0,0.0004646364642165,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,20500000,20600000,0,0.0004181728177948,1,1,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr2,20600000,20700000,1,0.1003763555360154,4,4,11,11
lycopersicum_pimpinellifolium,lycopersicum,chr2,20700000,20800000,0,0.0903387199824138,3,3,30,26
lycopersicum_pimpinellifolium,lycopersicum,chr2,20800000,20900000,0,0.0813048479841724,3,3,7,7
lycopersicum_pimpinellifolium,lycopersicum,chr2,20900000,21000000,0,0.0731743631857552,3,3,25,25
lycopersicum_pimpinellifolium,lycopersicum,chr2,21000000,21100000,0,0.0658569268671797,4,4,30,28
lycopersicum_pimpinellifolium,lycopersicum,chr2,21100000,21200000,0,0.0592712341804617,3,3,18,18
lycopersicum_pimpinellifolium,lycopersicum,chr2,21200000,21300000,0,0.0533441107624155,1,1,17,17
lycopersicum_pimpinellifolium,lycopersicum,chr2,21300000,21400000,0,0.048009699686174,3,3,10,6
lycopersicum_pimpinellifolium,lycopersicum,chr2,21400000,21500000,0,0.0432087297175566,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,21500000,21600000,0,0.0388878567458009,4,4,11,10
lycopersicum_pimpinellifolium,lycopersicum,chr2,21600000,21700000,0,0.0349990710712208,3,3,20,20
lycopersicum_pimpinellifolium,lycopersicum,chr2,21700000,21800000,0,0.0314991639640987,3,3,16,15
lycopersicum_pimpinellifolium,lycopersicum,chr2,21800000,21900000,0,0.0283492475676889,0,0,18,19
lycopersicum_pimpinellifolium,lycopersicum,chr2,21900000,22000000,0,0.02551432281092,4,4,11,11
lycopersicum_pimpinellifolium,lycopersicum,chr2,22000000,22100000,0,0.022962890529828,2,2,14,14
lycopersicum_pimpinellifolium,lycopersicum,chr2,22100000,22200000,0,0.0206666014768452,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,22200000,22300000,0,0.0185999413291606,1,1,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr2,22300000,22400000,0,0.0167399471962446,2,2,5,5
